name	sources	files	one_liner	layer	scope	vertical	status	traction	priority
Parley	YC S24	yc-2024.md	Automating flat-fee legal work, starting with work visas + green cards	L3	vertical	legal	active	none visible	high
Parloa	ext:X;seed:L3;EQT Ventures;General Catalyst	kp-infra.md;kp-vertical-a.md;vc-eu.md;vc-us-b.md	Voice agents for enterprise customer experience	X	horizontal	general	active	$350M Series D at $3B (2026)	high
Pasito	YC S22	yc-2021-22.md	AI agents for insurance and benefits	L3	vertical	insurance	active	team 20	normal
Patched	YC S24	yc-2024.md	Agentic workflows for Enterprise IT and Ops teams	L3	vertical	IT	active	none visible	high
Patent Watch	YC F25	yc-2025.md	AI detecting patent infringements and generating claim charts	L3	vertical	legal	active	none visible	high
Patientdesk.ai	YC W26	yc-2026.md	AI front and back office for dental practices	L3	vertical	healthcare	active	none visible	high
Patronus AI	ext:L1	kp-infra.md	Agent evaluation, simulation, and world models	L1	horizontal	general	active	$50M Series B (2026); 15x revenue	high
Patterns	YC S21	yc-2021-22.md	AI agents for financial analysis; ex-data platform	L3	vertical	finance	dead	none visible	normal
Pave Robotics	YC W25	yc-2025.md	Robots sealing asphalt cracks for paving companies	L3	vertical	construction	active	none visible	high
Pax	YC S24	yc-2024.md	AI Broker for Tariff Refunds	L3	vertical	logistics	active	$4.5M seed funding	high
Payman	seed:L1	kp-infra.md	Payments connecting AI agents with humans and banks	L1	horizontal	general	active	$13.8M raised (2024)	normal
Peakflo	YC W22	yc-2021-22.md	agentic workflows automating back-office finance operations	L3	vertical	finance	pivoted	seed 2022; repositioned as agentic workflows	normal
PearAI	YC F24	yc-2024.md	Open-source AI code editor with agentic coding	L3	vertical	software engineering	active	$1M seed	high
Pearson Labs	YC F24	yc-2024.md	AI agents to automate corporate transactions	L3	vertical	legal	active	Pre-Seed	high
Peer	YC S26	yc-2026.md	AI-native freight brokerage	L3	vertical	logistics	active	none visible	high
Peer AI	SignalFire	vc-ai.md	Agentic backbone for drug approval workflows	L3	vertical	life sciences	active	none visible	normal
Pega Agentic AI	ext:L5	kp-suites.md	Process-orchestrated agents on the Pega workflow platform	L5	horizontal	general	active	none visible	normal
Penciled	YC W24	yc-2024.md	AI front office assistant for physical therapy	L3	vertical	healthcare	active	none visible	high
Penguin AI	YC S22	yc-2021-22.md	AI sales rep auto-sequencing website visitors	L3	vertical	GTM and sales	dead	none visible	normal
Peoplebox.ai	YC S22	yc-2021-22.md	AI teammate running talent conversations	L3	vertical	HR	active	team 35	normal
Per Diem	YC W21	yc-2021-22.md	AI agents acting as C-suite for restaurant operations	L3	vertical	restaurants	active	$2.4M raised	normal
Persana AI	YC W23	yc-2023.md	AI agents for sales prospecting, enrichment, and outbound	L3	vertical	sales	active	$2.3M raised	normal
Perseus	YC F25	yc-2025.md	Retrieval engine grounding coding agents in real code	L1	horizontal	general	active	none visible	high
Persist AI	YC W23	yc-2023.md	Multi-agent AI formulation scientist for drug development	L3	vertical	pharma	active	none visible	normal
Persistence AI	Accel	vc-in.md	Voice AI agents embedded in SaaS customer care	X	vertical	customer service	active	Accel Atoms AI cohort 2026	normal
Perspectives Health	YC S25	yc-2025.md	AI running behavioral health programs and payer disputes	L3	vertical	healthcare	active	$0 to $250K ARR in 4 weeks	high
Phases	YC S25	yc-2025.md	AI agents automating clinical trial recruitment and oversight	L3	vertical	healthcare	active	none visible	high
Phoebe	Cherry Ventures	vc-eu.md	Agentic search fixing failures across tech stack data	L3	vertical	IT	active	$17M seed, Aug 2025	normal
Phonely	YC S24	yc-2024.md	AI call centers	X	horizontal	general	active	$16M Series A	high
Phonic	Lux	vc-us-c.md	End-to-end voice stack for reliable voice agents	X	horizontal	general	active	Lux-backed round 2025	normal
Pideaky	YC S21	yc-2021-22.md	AI collection agents managing LatAm SMB cash flow	L3	vertical	finance	active	none visible	normal
Pierre	YC W23	yc-2023.md	AI assistant handling outbound sales calls	X	vertical	sales	unknown	none visible	normal
Pillar Security	ext:L1	kp-infra.md	Security for building and running AI agents	L1	horizontal	general	active	$9M seed (2025)	normal
Pipecat	ext:OSS	kp-infra.md	Open-source framework for voice and multimodal agents	X	horizontal	general	active	Widely adopted OSS voice framework	normal
Pipedream	seed:L1	kp-infra.md	Integration platform connecting agents to 3000+ APIs	L1	horizontal	general	active	3000+ APIs; 10000+ tools via Pipedream Connect	high
Pipeshift	YC S24	yc-2024.md	Modular Orchestration Platform for Open Source AI	L1	horizontal	general	active	$2.5M from Y Combinator and others	high
Plenful	Bessemer	vc-us-b.md	AI agents automating pharmacy and healthcare back office	L3	vertical	healthcare	active	$50M Ser B 2025; BVP investor	normal
Poggio	ext:L3	kp-vertical-b.md	AI platform for enterprise sales teams	L3	vertical	GTM/sales	active	none visible	normal
Pollinate	YC W26	yc-2026.md	Supply chain execution for procurement teams	L3	vertical	logistics	active	none visible	high
PolyAI	ext:X;ext:L3	kp-infra.md;kp-vertical-a.md	Voice assistants for enterprise customer calls	X	horizontal	general	active	$86M Series D (2025); $200M+ total	high
Popsy	YC S22	yc-2021-22.md	AI finding Reddit leads and sending personalized DMs	L3	vertical	GTM and sales	active	pivoted to Reddit lead-gen	normal
Portia AI	General Catalyst	vc-us-b.md	Open-source SDK and cloud for controllable AI agents	L2	horizontal	general	active	GC seed investor 2025	normal
Portkey	seed:L1;Elevation, Lightspeed	kp-infra.md;vc-in.md	AI gateway and control plane for production agents	L1	horizontal	general	active	$15M Series A (Feb 2026)	high
Powder	YC W24	yc-2024.md	AI Agents for precise document analysis	L3	vertical	finance/accounting	active	none visible	high
Predoc	Northzone	vc-eu.md	AI-native medical record retrieval and analysis	L3	vertical	healthcare	active	Series A	normal
Procore AI Agents	ext:L5	kp-suites.md	Construction-trained agents for project workflows	L5	vertical	construction	active	generally available; uptake undisclosed	normal
Procurement Sciences	gtm:rfp	gtm-carry.md	AI-native operating system for GovCon find-win-deliver	L3	vertical	GTM/sales	active	300+ orgs incl. four of top 10 defense contractors	high
Prodigal	Accel;Menlo	vc-in.md;vc-us-b.md	AI collections and recovery automation for consumer finance lenders	L3	vertical	finance	active	$12M Series A 2021	normal
ProhostAI	YC S24	yc-2024.md	AI Property Manager for Airbnb & Short-Term Rental Hosts	L3	vertical	real estate	active	none visible	high
Prompt Security	ext:L1	kp-infra.md	Unified security for enterprise gen-AI and agents	L1	horizontal	general	active	$23M total funding (2026)	high
Promptless	YC W25	yc-2025.md	AI teammate automatically updating customer-facing documentation	L3	vertical	software engineering	active	none visible	high
PromptLoop	YC W22	yc-2021-22.md	AI agents building B2B datasets and account research	L3	vertical	GTM and data	active	none visible	normal
Prophet	seed:L3	kp-vertical-b.md	AI agents automating security operations workflows	L3	vertical	security	active	$30M Series A (Jul 2025); Amex and Citi ventures (2026)	high
Prosper	YC S23	yc-2023.md	AI phone agents for healthcare operations	X	vertical	healthcare	active	$30M Series A led by a16z	high
Provus	gtm:cpq	gtm-carry.md	Agentic AI services quoting automating scope-to-priced-quote with margin goal-seek	L3	vertical	GTM/sales	active	Salesforce AppExchange partner	normal
Prox	YC F25	yc-2025.md	AI technical support agents for physical products and logistics claims	L3	vertical	customer service	active	deployed at ShipBob	high
Proximitty	YC W26	yc-2026.md	Autonomous business loan servicing	L3	vertical	finance	active	none visible	high
Proxis	YC S24	yc-2024.md	The platform for enterprise AI agent automations, starting with email.	L2	horizontal	general	active	none visible	high
Pulastya	YC W23	yc-2023.md	AI research and code agents for SAP development and migration	L3	vertical	software engineering	active	none visible	normal
PulseMCP	seed:L1	kp-infra.md	Directory and search for MCP servers and clients	L1	horizontal	general	active	22000+ servers indexed (Sept 2026)	normal
Pydantic AI	ext:L2	kp-platforms.md	Type-safe Python agent framework from the Pydantic team	L2	horizontal	general	active	v1 Sep 2025; v2 Jun 2026	normal
Pylon	ext:L3;YC W23	kp-vertical-a.md;yc-2023.md	Agentic B2B customer support platform	L3	vertical	customer service (B2B)	active	$31M Series B (2025)	high
Pythagora	YC W24	yc-2024.md	Worlds first all-in-one AI development platform.	L3	vertical	software engineering	active	Secured $4M for open source app development	high
Qevlar AI	EQT Ventures	vc-eu.md	AI agents automating SOC alert investigations	L3	vertical	security	active	$30M Series A, Mar 2026	high
Qlik Agentic Analytics	ext:L5	kp-suites.md	Agentic architecture for trusted analytics	L5	vertical	analytics	active	none visible	normal
Qodo	ext:L3	kp-vertical-a.md	AI agents for code tests, review and verification	L3	vertical	software engineering	active	$70M Series B (2026)	high
Qualtrics Experience Agents	ext:L5	kp-suites.md	Agents detecting and resolving experience friction	L5	vertical	customer experience	active	launched March 2025; uptake undisclosed	normal
Quandri	ext:L3	kp-vertical-b.md	Digital workers automating insurance renewals	L3	vertical	insurance	active	$12M raised (2025)	normal
Quanta Financial	ext:L3	kp-vertical-b.md	AI-native real-time bookkeeping	L3	vertical	finance/accounting	active	$15M Series A (Dec 2025)	normal
Quantiphi	ext:L4	kp-infra.md	AI-native services firm building custom agents	L4	horizontal	general	active	$23.5M raised (2024)	high
Quantstruct	YC W25	yc-2025.md	AI documentation engineer testing and auto-improving stale docs	L3	vertical	software engineering	active	none visible	high
Query Vary	YC W22	yc-2021-22.md	no-code LLM application and workflow builder	L2	horizontal	general	active	none visible	normal
Questom	YC F25	yc-2025.md	AI sales and support agents for the printing and merchandise industry	L3	vertical	GTM/sales	active	none visible	high
Quilt	gtm:rfp	gtm-carry.md	Presales knowledge assistant answering RFPs and security questionnaires in Slack and Chrome	L3	vertical	GTM/sales	acquired	acquired by Rox	normal
Quivr	YC W24	yc-2024.md	AI-powered auto-resolutions and reply suggestions for customer support	L3	vertical	customer service	active	none visible	high
Qura	Cherry Ventures	vc-eu.md	Agentic AI research assistant for lawyers	L3	vertical	legal	active	$2.4M seed, 2024	normal
Qventus	ext:L3;Mayfield	kp-vertical-b.md;vc-ai.md	AI automating hospital operations and patient flow	L3	vertical	healthcare	active	$105M Series D led by KKR (Jan 2025)	high
Radiant Security	ext:L3	kp-vertical-b.md	AI SOC analyst mimicking human investigators	L3	vertical	security	active	$15M raised (2023)	normal
Raft	ext:L3	kp-vertical-b.md	AI platform automating freight forwarding operations	L3	vertical	logistics	active	$30M Series B (2023)	high
Raindrop	YC W24	yc-2024.md	Sentry for AI Agents	L1	horizontal	general	active	Raised $15M Seed from Lightspeed	high
Rally UXR	YC W22	yc-2021-22.md	agentic user research infrastructure	L3	vertical	user research	active	team 35; customers Google, Meta, Ramp, Figma	high
Random Labs	YC S24	yc-2024.md	Random labs is building long running autonomous coding agents.	L3	vertical	software engineering	active	Pre-Seed	high
Rasa	ext:L2	kp-platforms.md	Open-source developer platform for enterprise conversational AI agents	L2	horizontal	general	active	$30M Series C Feb 2024; Deutsche Telekom, Autodesk, Swisscom customers	high
Rational	YC S26	yc-2026.md	Agent-native accounting firms	L3	vertical	finance	active	none visible	high
RealPact	YC S26	yc-2026.md	AI-native OS for Real Estate Brokerages	L3	vertical	real estate	active	none visible	high
Rebolt	YC W25	yc-2025.md	AI agents automating restaurant management and supplier coordination	L3	vertical	restaurants	active	pricing talks with Burger King parent	high
Recall AI	Bessemer	vc-us-b.md	Unified API for meeting bots powering AI agents	L1	horizontal	general	active	$10M Ser A 2024; BVP investor	normal
Reco	Insight	vc-us-b.md	AI data security agent for enterprise SaaS	L3	vertical	security	active	$25M round 2025 from Insight	normal
Red Barn Robotics	YC W25	yc-2025.md	Autonomous weeding robots for farms	L3	vertical	agriculture	active	$5M in LOIs	high
Redapto	YC F25	yc-2025.md	Adaptive AI infrastructure for agentic systems	L1	horizontal	general	active	none visible	high
Redouble AI	YC S24	yc-2024.md	Scale human-in-the-loop for AI workflows in regulated industries	L1	horizontal	general	active	$500K Seed Stage, $900K Est. ARR	high
Refactor	YC S24	yc-2024.md	Deploying secure and reliable AI agents across healthcare, retail,…	L4	horizontal	general	active	none visible	high
RefineTrain AI	YC W22	yc-2021-22.md	AI agents rewriting internal documentation for LLMs	L3	horizontal	general	active	none visible	normal
Reflection AI	Sequoia;Battery	vc-us-a.md;vc-us-b.md	Superintelligent autonomous systems starting with coding agents	L3	vertical	software engineering	active	none visible	normal
Regie.ai	gtm:tofu;seed:L3;Foundation Capital	gtm-carry.md;kp-vertical-b.md;vc-ai.md	RegieOne unifies phone, email, social prospecting with AI sequencing	L3	vertical	GTM/sales	active	none visible	normal
Rejoy Health	YC W21	yc-2021-22.md	AI workers that book, scribe, and code for clinicians	L3	vertical	healthcare	active	$5.5M raised	normal
Relari	YC W24	yc-2024.md	AI Agent Builder for Software 3.0	L2	horizontal	general	active	none visible	high
Relaw	YC F25	yc-2025.md	AI Legal OS with agents for law firms	L3	vertical	legal	active	none visible	high
Relevance AI	gtm:kb;seed:L2;Bessemer	gtm-carry.md;kp-platforms.md;vc-us-b.md	No-code AI workforce platform repositioned for GTM teams	L2	horizontal	general	active	100+ integrations	high
Relvy AI	YC F24	yc-2024.md	AI powered debugging notebooks for incident response	L3	vertical	software engineering	active	none visible	high
Remedy	YC F25	yc-2025.md	24/7 AI voice agent for pharmacies	L3	vertical	healthcare	active	none visible	high
Remy	YC S23	yc-2023.md	AI agents verifying insurance benefits by phone	X	vertical	healthcare	active	none visible	normal
Replit	Coatue;Craft	vc-us-b.md;vc-us-c.md	AI agent platform building software from natural language	L3	vertical	software engineering	active	$400M round 2026 at $9B; Coatue participating	high
