name	sources	files	one_liner	layer	scope	vertical	status	traction	priority	profile_depth	wiki_slug	task_horizon	pricing_model
OffDeal	Radical Ventures;YC W24	vc-ai.md;yc-2024.md	AI-native investment bank with deal agents	L3	vertical	finance	active	Series A; FT first AI-native bank 2025	high	deep	offdeal	multi-step	unknown
Okibi	YC S25	yc-2025.md	Build AI coworkers using natural language, Lovable for agents	L2	horizontal	general	active	none visible	high	base	okibi	unknown	unknown
Okta Agent Identity Center	seed:L1	kp-infra.md	Identity, authorization, and governance for AI agents	L1	horizontal	general	active	GA April 2026; Okta flagship agent product	high	deep	okta-agent-identity-center	persistent	unknown
Okta AI Agents	ext:L5	kp-suites.md	Identity security agents for access workflows	L5	vertical	security	active	none visible	normal			unknown	unknown
Olakai	AI Fund	vc-ai.md	AI analytics and agent observability platform	L1	horizontal	general	active	Agent IQ agent measurement product	normal			unknown	unknown
Omilia	ext:L3	kp-vertical-a.md	Enterprise voice AI agents for contact centers	L3	vertical	customer service (voice)	active	Established enterprise voice AI vendor	normal			unknown	unknown
Omnara	YC S25	yc-2025.md	Command center running Claude Code from terminal, web, mobile	L1	horizontal	general	active	none visible	high	deep	omnara	long-horizon	unknown
OmniAI	YC W24	yc-2024.md	AI Agents for Commercial Lending	L3	vertical	finance/accounting	active	$3.2M seed round led by FundersClub	high	base	omniai	unknown	unknown
OneCLI	YC S26	yc-2026.md	Identity for AI agents	L1	horizontal	general	active	none visible	high	base	onecli	multi-step	unknown
OneGrep	YC W24	yc-2024.md	AI Agent for DevOps Workflow Automation	L3	vertical	software engineering	active	none visible	high	base	onegrep	unknown	unknown
OneReach.ai	ext:L2	kp-platforms.md	Agentic orchestration platform for the enterprise (Generative Studio X)	L2	horizontal	general	active	None visible	normal			unknown	unknown
OnFinance	Peak XV	vc-in.md	NeoGPT agents automating BFSI regulatory compliance	L3	vertical	finance	active	$4.2M pre-Series A led by Peak XV 2025	normal			unknown	unknown
Onyx	ext:L2	kp-platforms.md	Open-source enterprise AI assistant and agent platform, formerly Danswer	L2	horizontal	general	active	$10M seed Mar 2025	normal			unknown	unknown
Open	YC W24	yc-2024.md	Enterprise AI customer support	L3	vertical	customer service	active	raised $7M led by YC	high	base	open	multi-step	unknown
OpenAI AgentKit	seed:L2	kp-platforms.md	OpenAI's Agent Builder canvas, Agents SDK, ChatKit, and connectors	L2	horizontal	general	active	Launched Oct 2025 with Agent Builder and Agents SDK	high	deep	openai-agentkit	long-horizon	unknown
Opencall.ai	YC W24	yc-2024.md	AI Workforce for Services Businesses	X	horizontal	general	active	reported $1M ARR (2024)	high	base	opencall-ai	multi-step	unknown
OpenCode	YC W21	yc-2021-22.md	the open source AI coding agent	L2	horizontal	general	pivoted	open source; ex-SST serverless framework	high	base	opencode	unknown	unknown
OpenHands	ext:OSS;seed:L3;Menlo	kp-infra.md;kp-vertical-a.md;vc-us-b.md	Open-source autonomous software engineer	L3	vertical	software engineering	active	$18.8M Series A; large OSS community	high	deep	openhands	long-horizon	usage
OpenIntake	YC W25	yc-2025.md	AI front door converting law firm callers into clients around the clock	L3	vertical	legal	active	none visible	high	base	openintake	unknown	unknown
Openlayer	YC S21	yc-2021-22.md	governance and evals platform for AI applications	L1	horizontal	general	active	team 19	normal			unknown	unknown
OpenRouter	seed:L1	kp-infra.md	Unified routing API and marketplace for LLM inference	L1	horizontal	general	active	100T tokens per year (2025)	high	deep	openrouter	long-horizon	platform+subscription
OpenTools	YC S23	yc-2023.md	API for LLM tool use	L1	horizontal	general	active	none visible	normal			unknown	unknown
Operand	YC W25	yc-2025.md	AI replacing traditional consulting through deep data analysis	L3	vertical	consulting	active	none visible	high	base	operand	unknown	unknown
Opkit	YC S21	yc-2021-22.md	AI phone calls for the US healthcare industry	X	vertical	healthcare	dead	none visible	normal			unknown	unknown
Oracle AI Agent Studio	seed:L5	kp-suites.md	No-code agent builder embedded across Oracle Fusion Applications	L5	horizontal	general	active	none visible	normal			unknown	unknown
Orange Slice	YC S25	yc-2025.md	Agentic sales enrichment spreadsheet with typed SDK columns	L3	vertical	GTM/sales	active	none visible	high	base	orange-slice	unknown	unknown
Orby AI	NEA	vc-us-b.md	Large action model platform automating enterprise workflows	L2	horizontal	general	active	$30M Ser A 2024 led by NEA	normal			unknown	unknown
Orchids	YC W25	yc-2025.md	AI full-stack engineer building apps and websites	L3	vertical	software engineering	active	none visible	high	base	orchids	unknown	unknown
Osmaura	YC S26	yc-2026.md	Business development brain for law firms	L3	vertical	legal	active	none visible	high	base	osmaura	unknown	unknown
Osmosis	YC W25	yc-2025.md	RL fine-tuning of open-source models for AI agents	L1	horizontal	general	active	none visible	high	base	osmosis	multi-step	unknown
Otto	Madrona	vc-us-c.md	AI agent for business travel booking	L3	vertical	travel	active	first round led by Madrona 2024	normal			unknown	unknown
Outset	Radical Ventures;8VC	vc-ai.md;vc-us-c.md	AI-moderated research with agent interviewers	L3	vertical	market research	active	Fortune 500 customers incl Nestle	normal			unknown	unknown
Outverse	Seedcamp	vc-eu.md	Operating system for enterprise service agents	L2	horizontal	general	active	none visible	normal			unknown	unknown
Overdrive Health	YC W26	yc-2026.md	AI medical billing automation	L3	vertical	healthcare	active	none visible	high	base	overdrive-health	long-horizon	unknown
Overlap	YC S24	yc-2024.md	Multimodal AI agents for video	L3	vertical	media	active	$1.9M seed funding	high	deep	overlap	multi-step	unknown
Oversteer	YC S23	yc-2023.md	Browser agents turning web tasks into APIs	X	horizontal	general	active	none visible	normal			unknown	unknown
Ovlo	YC W25	yc-2025.md	No-code platform building supply chain automation agents	L3	vertical	logistics	active	none visible	high	base	ovlo	unknown	unknown
Pace	Sequoia;Thrive	vc-us-a.md;vc-us-c.md	AI agents automating mission critical back-office operations for insurers	L3	vertical	insurance	active	none visible	normal			unknown	unknown
Paces	YC S22	yc-2021-22.md	agentic AI for power projects and infrastructure	L3	vertical	energy	active	team 40	normal			unknown	unknown
Paid	EQT Ventures;Lightspeed	vc-eu.md;vc-us-a.md	Monetization and billing infrastructure for AI agents	L1	horizontal	general	active	$21M seed, Oct 2025	normal			unknown	unknown
Palantir AIP	seed:L2;seed:L5	kp-platforms.md;kp-suites.md	Ontology-grounded platform for building and deploying enterprise AI agents	L2	horizontal	general	active	$1B+ quarterly revenue 2026; 93% YoY growth	high	deep	palantir-aip	unknown	unknown
Palisade	YC S26	yc-2026.md	AI sales agents that run your marketplace	L3	vertical	sales	active	none visible	high	base	palisade	unknown	unknown
Pallet	ext:L3	kp-vertical-b.md	AI copilot for trucking companies	L3	vertical	logistics	active	$27M Series B (May 2025)	normal			unknown	unknown
Palo Alto Cortex AgentiX	ext:L5	kp-suites.md	Agentic platform for security operations	L5	vertical	security	active	none visible	normal			unknown	unknown
Pango	YC S26	yc-2026.md	Agentic OS for e-commerce operations	L3	vertical	e-commerce	active	none visible	high	base	pango	unknown	unknown
Panta	YC W26	yc-2026.md	AI-native commercial insurance brokerage	L3	vertical	insurance	active	none visible	high	base	panta	unknown	unknown
Paradigm	YC W24	yc-2024.md	A reimagined workspace with AI at its core	L2	horizontal	general	active	none visible	high	base	paradigm	unknown	unknown
Paradox	seed:L3	kp-vertical-a.md	Conversational hiring assistant Olivia at scale	L3	vertical	HR and recruiting	active	$1.5B valuation (2021); ~$116M ARR est. (2023)	high	deep	paradox	multi-step	platform+subscription
Paraglide	Bessemer	vc-us-b.md	Agentic AI for accounts receivable	L3	vertical	finance	active	BVP-backed, early stage	normal			unknown	unknown
Paragon	ext:L1;YC W25	kp-infra.md;yc-2025.md	Embedded integration platform for SaaS and agents	L1	horizontal	general	active	$21M raised across rounds	high	deep	paragon	persistent	usage
Parahelp	YC S24	yc-2024.md	The AI support agent that manages itself	L3	vertical	customer service	active	$21.2M across Seed and Series A	high	deep	parahelp	persistent	per-outcome
Parallel	YC W24	yc-2024.md	AI agents for healthcare admin	X	vertical	healthcare	active	Raised $20M led by Index Ventures	high	base	parallel	unknown	unknown
Parameter	YC W26	yc-2026.md	Autonomous AI agents for offensive security	L3	vertical	security	active	none visible	high	base	parameter	unknown	unknown
Parametric	YC F25	yc-2025.md	Robots for frontline physical labor, starting commercial laundry	L3	vertical	facilities	active	none visible	high	base	parametric	unknown	unknown
Paratus Health	YC W25	yc-2025.md	Agents replacing clinic front desk, intake, insurance verification	L3	vertical	healthcare	active	none visible	high	base	paratus-health	multi-step	unknown
Parea AI	YC S23	yc-2023.md	Observability and evals for LLM applications	L1	horizontal	general	active	none visible	normal			unknown	unknown
Parley	YC S24	yc-2024.md	Automating flat-fee legal work, starting with work visas + green cards	L3	vertical	legal	active	none visible	high	base	parley	unknown	unknown
Parloa	ext:X;seed:L3;EQT Ventures;General Catalyst	kp-infra.md;kp-vertical-a.md;vc-eu.md;vc-us-b.md	Voice agents for enterprise customer experience	X	horizontal	general	active	$350M Series D at $3B (2026)	high	deep	parloa	multi-step	unknown
Pasito	YC S22	yc-2021-22.md	AI agents for insurance and benefits	L3	vertical	insurance	active	team 20	normal			unknown	unknown
Patched	YC S24	yc-2024.md	Agentic workflows for Enterprise IT and Ops teams	L3	vertical	IT	active	none visible	high	base	patched	multi-step	unknown
Patent Watch	YC F25	yc-2025.md	AI detecting patent infringements and generating claim charts	L3	vertical	legal	active	none visible	high	base	patent-watch	unknown	unknown
Patientdesk.ai	YC W26	yc-2026.md	AI front and back office for dental practices	L3	vertical	healthcare	active	none visible	high	base	patientdesk-ai	persistent	unknown
Patronus AI	ext:L1	kp-infra.md	Agent evaluation, simulation, and world models	L1	horizontal	general	active	$50M Series B (2026); 15x revenue	high	deep	patronus-ai	long-horizon	platform+subscription
Patterns	YC S21	yc-2021-22.md	AI agents for financial analysis; ex-data platform	L3	vertical	finance	dead	none visible	normal			unknown	unknown
Pave Robotics	YC W25	yc-2025.md	Robots sealing asphalt cracks for paving companies	L3	vertical	construction	active	none visible	high	base	pave-robotics	unknown	unknown
Pax	YC S24	yc-2024.md	AI Broker for Tariff Refunds	L3	vertical	logistics	active	$4.5M seed funding	high	deep	pax	multi-step	unknown
Payman	seed:L1	kp-infra.md	Payments connecting AI agents with humans and banks	L1	horizontal	general	active	$13.8M raised (2024)	normal			unknown	unknown
Peakflo	YC W22	yc-2021-22.md	agentic workflows automating back-office finance operations	L3	vertical	finance	pivoted	seed 2022; repositioned as agentic workflows	normal			unknown	unknown
PearAI	YC F24	yc-2024.md	Open-source AI code editor with agentic coding	L3	vertical	software engineering	active	$1M seed	high	base	pearai	unknown	unknown
Pearson Labs	YC F24	yc-2024.md	AI agents to automate corporate transactions	L3	vertical	legal	active	Pre-Seed	high	base	pearson-labs	unknown	unknown
Peer	YC S26	yc-2026.md	AI-native freight brokerage	L3	vertical	logistics	active	none visible	high	deep	peer	long-horizon	unknown
Peer AI	SignalFire	vc-ai.md	Agentic backbone for drug approval workflows	L3	vertical	life sciences	active	none visible	normal			unknown	unknown
Pega Agentic AI	ext:L5	kp-suites.md	Process-orchestrated agents on the Pega workflow platform	L5	horizontal	general	active	none visible	normal			unknown	unknown
Penciled	YC W24	yc-2024.md	AI front office assistant for physical therapy	L3	vertical	healthcare	active	none visible	high	base	penciled	multi-step	unknown
Penguin AI	YC S22	yc-2021-22.md	AI sales rep auto-sequencing website visitors	L3	vertical	GTM and sales	dead	none visible	normal			unknown	unknown
Peoplebox.ai	YC S22	yc-2021-22.md	AI teammate running talent conversations	L3	vertical	HR	active	team 35	normal			unknown	unknown
Per Diem	YC W21	yc-2021-22.md	AI agents acting as C-suite for restaurant operations	L3	vertical	restaurants	active	$2.4M raised	normal			unknown	unknown
Persana AI	YC W23	yc-2023.md	AI agents for sales prospecting, enrichment, and outbound	L3	vertical	sales	active	$2.3M raised	normal			unknown	unknown
Perseus	YC F25	yc-2025.md	Retrieval engine grounding coding agents in real code	L1	horizontal	general	active	none visible	high	base	perseus	single-turn	unknown
Persist AI	YC W23	yc-2023.md	Multi-agent AI formulation scientist for drug development	L3	vertical	pharma	active	none visible	normal			unknown	unknown
Persistence AI	Accel	vc-in.md	Voice AI agents embedded in SaaS customer care	X	vertical	customer service	active	Accel Atoms AI cohort 2026	normal			unknown	unknown
Perspectives Health	YC S25	yc-2025.md	AI running behavioral health programs and payer disputes	L3	vertical	healthcare	active	$0 to $250K ARR in 4 weeks	high	base	perspectives-health	multi-step	unknown
Phases	YC S25	yc-2025.md	AI agents automating clinical trial recruitment and oversight	L3	vertical	healthcare	active	none visible	high	base	phases	long-horizon	unknown
Phoebe	Cherry Ventures	vc-eu.md	Agentic search fixing failures across tech stack data	L3	vertical	IT	active	$17M seed, Aug 2025	normal			unknown	unknown
Phonely	YC S24	yc-2024.md	AI call centers	X	horizontal	general	active	$16M Series A	high	base	phonely	multi-step	unknown
Phonic	Lux	vc-us-c.md	End-to-end voice stack for reliable voice agents	X	horizontal	general	active	Lux-backed round 2025	normal			unknown	unknown
Pideaky	YC S21	yc-2021-22.md	AI collection agents managing LatAm SMB cash flow	L3	vertical	finance	active	none visible	normal			unknown	unknown
Pierre	YC W23	yc-2023.md	AI assistant handling outbound sales calls	X	vertical	sales	unknown	none visible	normal			unknown	unknown
Pillar Security	ext:L1	kp-infra.md	Security for building and running AI agents	L1	horizontal	general	active	$9M seed (2025)	normal			unknown	unknown
Pipecat	ext:OSS	kp-infra.md	Open-source framework for voice and multimodal agents	X	horizontal	general	active	Widely adopted OSS voice framework	normal			unknown	unknown
Pipedream	seed:L1	kp-infra.md	Integration platform connecting agents to 3000+ APIs	L1	horizontal	general	acquired	3000+ APIs; 10000+ tools via Pipedream Connect	high	deep	pipedream	persistent	usage
Pipeshift	YC S24	yc-2024.md	Modular Orchestration Platform for Open Source AI	L1	horizontal	general	active	$2.5M from Y Combinator and others	high	base	pipeshift	unknown	unknown
